customer_id,age,annual_income,emp_length_years,home_ownership,loan_amount,loan_term_months,loan_intent,debt_to_income,revolving_utilization,delinquencies_2yrs,credit_inquiries_6m,loan_status,prob_default_pd,credit_score,credit_risk_tier,loss_given_default_lgd,exposure_at_default_ead,expected_loss_gbp
BARC-132789,34,30800.0,1,RENT,5000,36,MAJOR_PURCHASE,26.96,24.22,0,3,0,0.17959237499683456,531,2. Near Prime (Moderate Risk),0.45,5000,404.08
BARC-132790,57,35300.0,3,RENT,20000,36,CREDIT_CARD_REFINANCE,15.17,15.57,0,2,0,0.07917536737691679,558,2. Near Prime (Moderate Risk),0.45,20000,712.58
BARC-132791,42,25500.0,5,MORTGAGE,5000,36,DEBT_CONSOLIDATION,13.4,62.42,0,0,0,0.10785776076260968,548,2. Near Prime (Moderate Risk),0.45,5000,242.68
BARC-132792,54,61900.0,2,OWN,2500,36,DEBT_CONSOLIDATION,18.39,54.99,2,3,0,0.43749289063849195,494,3. Subprime (High Risk),0.45,2500,492.18
BARC-132793,47,18400.0,8,RENT,10000,36,DEBT_CONSOLIDATION,20.73,68.89,0,1,0,0.20456986004128966,526,3. Subprime (High Risk),0.45,10000,920.56
BARC-132794,48,24400.0,2,RENT,20000,36,CREDIT_CARD_REFINANCE,15.39,38.76,2,0,0,0.23095940365500472,522,3. Subprime (High Risk),0.45,20000,2078.63
BARC-132795,42,3700.0,3,RENT,15000,60,CREDIT_CARD_REFINANCE,14.61,76.25,0,2,0,0.2682858502067135,516,3. Subprime (High Risk),0.45,15000,1810.93
BARC-132796,63,19000.0,0,MORTGAGE,20000,36,DEBT_CONSOLIDATION,20.18,41.55,0,2,0,0.1658789995197769,534,2. Near Prime (Moderate Risk),0.45,20000,1492.91
BARC-132797,23,26200.0,2,RENT,10000,36,DEBT_CONSOLIDATION,2.0,53.03,0,0,0,0.06205983919799076,565,2. Near Prime (Moderate Risk),0.45,10000,279.27
BARC-132798,42,27400.0,5,MORTGAGE,2500,60,DEBT_CONSOLIDATION,12.85,67.82,0,0,0,0.11437057067495776,546,2. Near Prime (Moderate Risk),0.45,2500,128.67
BARC-132799,41,17800.0,5,OWN,5000,36,CREDIT_CARD_REFINANCE,19.25,20.37,2,1,0,0.25762293457437985,518,3. Subprime (High Risk),0.45,5000,579.65
BARC-132800,36,19500.0,3,RENT,2500,36,DEBT_CONSOLIDATION,29.12,0.0,2,0,1,0.19728217582935192,528,3. Subprime (High Risk),0.45,2500,221.94
BARC-132801,29,72700.0,3,RENT,5000,36,HOME_IMPROVEMENT,9.94,57.38,0,0,0,0.058106679184108966,567,2. Near Prime (Moderate Risk),0.45,5000,130.74
BARC-132802,33,23600.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,33.18,38.33,1,0,0,0.23195889782706786,522,3. Subprime (High Risk),0.45,7500,782.86
BARC-132803,30,13400.0,0,RENT,15000,36,DEBT_CONSOLIDATION,23.13,24.74,0,0,0,0.08552647221257924,555,2. Near Prime (Moderate Risk),0.45,15000,577.3
BARC-132804,41,20500.0,2,MORTGAGE,2500,60,MEDICAL,14.75,32.93,0,3,0,0.15476490493445225,536,2. Near Prime (Moderate Risk),0.45,2500,174.11
BARC-132805,62,20600.0,3,RENT,5000,36,DEBT_CONSOLIDATION,21.79,47.72,0,0,0,0.11466340840156986,546,2. Near Prime (Moderate Risk),0.45,5000,257.99
BARC-132806,60,34900.0,5,MORTGAGE,7500,36,HOME_IMPROVEMENT,12.38,54.94,0,0,0,0.08442543046712296,556,2. Near Prime (Moderate Risk),0.45,7500,284.94
BARC-132807,27,44300.0,10,MORTGAGE,7500,60,DEBT_CONSOLIDATION,12.14,80.05,0,2,0,0.19673638016011474,528,3. Subprime (High Risk),0.45,7500,663.99
BARC-132808,66,17200.0,8,RENT,5000,36,MAJOR_PURCHASE,9.74,56.85,0,2,0,0.1566697680539571,536,2. Near Prime (Moderate Risk),0.45,5000,352.51
BARC-132809,42,42800.0,5,RENT,15000,36,DEBT_CONSOLIDATION,29.14,4.98,3,0,0,0.29170572599076117,513,3. Subprime (High Risk),0.45,15000,1969.01
BARC-132810,38,78400.0,5,MORTGAGE,20000,36,MEDICAL,16.0,65.13,0,0,0,0.07799783697667939,558,2. Near Prime (Moderate Risk),0.45,20000,701.98
BARC-132811,41,63500.0,8,RENT,7500,36,MEDICAL,38.24,21.88,0,0,0,0.0869281514541963,555,2. Near Prime (Moderate Risk),0.45,7500,293.38
BARC-132812,34,49900.0,5,MORTGAGE,7500,36,MAJOR_PURCHASE,14.66,71.92,3,0,0,0.45221034630480855,493,3. Subprime (High Risk),0.45,7500,1526.21
BARC-132813,30,45400.0,1,MORTGAGE,7500,36,DEBT_CONSOLIDATION,23.1,41.22,1,0,0,0.15234732234480153,537,2. Near Prime (Moderate Risk),0.45,7500,514.17
BARC-132814,53,30500.0,5,MORTGAGE,10000,60,DEBT_CONSOLIDATION,12.96,33.03,0,0,0,0.06048527955298398,566,2. Near Prime (Moderate Risk),0.45,10000,272.18
BARC-132815,29,79300.0,5,RENT,7500,36,CREDIT_CARD_REFINANCE,24.82,55.08,1,2,0,0.24632245935147878,519,3. Subprime (High Risk),0.45,7500,831.34
BARC-132816,38,46000.0,5,RENT,7500,36,DEBT_CONSOLIDATION,17.79,31.0,0,0,0,0.0598679125432165,567,2. Near Prime (Moderate Risk),0.45,7500,202.05
BARC-132817,33,23300.0,1,MORTGAGE,5000,36,DEBT_CONSOLIDATION,27.22,28.36,0,1,0,0.12460222444066099,543,2. Near Prime (Moderate Risk),0.45,5000,280.36
BARC-132818,37,33400.0,15,OWN,15000,36,DEBT_CONSOLIDATION,25.4,61.61,0,2,0,0.23584998168252702,521,3. Subprime (High Risk),0.45,15000,1591.99
BARC-132819,43,25000.0,3,OTHER,10000,60,DEBT_CONSOLIDATION,16.12,29.41,0,0,0,0.06628077158483234,563,2. Near Prime (Moderate Risk),0.45,10000,298.26
BARC-132820,45,33600.0,15,RENT,5000,36,CREDIT_CARD_REFINANCE,6.6,29.19,0,0,0,0.044019615898728555,576,2. Near Prime (Moderate Risk),0.45,5000,99.04
BARC-132821,36,70900.0,10,MORTGAGE,20000,36,MAJOR_PURCHASE,16.3,33.5,0,1,0,0.0628798880569974,565,2. Near Prime (Moderate Risk),0.45,20000,565.92
BARC-132822,44,33000.0,2,RENT,2500,36,DEBT_CONSOLIDATION,34.3,60.56,0,0,0,0.18860893267027784,529,3. Subprime (High Risk),0.45,2500,212.19
BARC-132823,51,23500.0,10,MORTGAGE,5000,60,CREDIT_CARD_REFINANCE,32.59,36.84,0,2,0,0.21468962016207094,525,3. Subprime (High Risk),0.45,5000,483.05
BARC-132824,31,64400.0,2,MORTGAGE,7500,36,HOME_IMPROVEMENT,30.16,71.67,0,0,0,0.15514313726200357,536,2. Near Prime (Moderate Risk),0.45,7500,523.61
BARC-132825,43,73300.0,1,OWN,25000,36,MAJOR_PURCHASE,25.0,47.85,0,0,0,0.08116417973945636,557,2. Near Prime (Moderate Risk),0.45,25000,913.1
BARC-132826,61,23600.0,3,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,11.42,51.96,0,0,0,0.0856121450979024,555,2. Near Prime (Moderate Risk),0.45,7500,288.94
BARC-132827,59,82000.0,1,MORTGAGE,7500,60,DEBT_CONSOLIDATION,20.14,37.46,0,0,0,0.052812274587383606,570,2. Near Prime (Moderate Risk),0.45,7500,178.24
BARC-132828,42,61700.0,0,RENT,20000,36,MAJOR_PURCHASE,27.13,65.31,0,0,1,0.1298801117133238,542,2. Near Prime (Moderate Risk),0.45,20000,1168.92
BARC-132829,53,26800.0,3,RENT,10000,36,CREDIT_CARD_REFINANCE,7.65,12.47,0,1,0,0.04734519075207295,574,2. Near Prime (Moderate Risk),0.45,10000,213.05
BARC-132830,61,71000.0,2,RENT,25000,36,HOME_IMPROVEMENT,5.98,62.32,0,1,0,0.07427414065386678,560,2. Near Prime (Moderate Risk),0.45,25000,835.58
BARC-132831,62,18400.0,15,OWN,10000,36,HOME_IMPROVEMENT,29.83,16.24,0,2,0,0.14856916867037273,537,2. Near Prime (Moderate Risk),0.45,10000,668.56
BARC-132832,38,27900.0,3,RENT,7500,36,DEBT_CONSOLIDATION,11.76,51.08,0,0,0,0.08211328145492347,557,2. Near Prime (Moderate Risk),0.45,7500,277.13
BARC-132833,34,19900.0,15,RENT,15000,36,MAJOR_PURCHASE,13.53,49.6,0,0,1,0.09097104143377373,554,2. Near Prime (Moderate Risk),0.45,15000,614.05
BARC-132834,48,21200.0,1,OWN,7500,36,MAJOR_PURCHASE,18.34,20.31,0,1,0,0.08256003239187738,557,2. Near Prime (Moderate Risk),0.45,7500,278.64
BARC-132835,31,58000.0,5,MORTGAGE,20000,60,HOME_IMPROVEMENT,2.0,12.9,0,2,0,0.039132226272619836,579,2. Near Prime (Moderate Risk),0.45,20000,352.19
BARC-132836,44,36000.0,8,MORTGAGE,25000,36,DEBT_CONSOLIDATION,15.16,39.74,0,1,0,0.09192646649173206,553,2. Near Prime (Moderate Risk),0.45,25000,1034.17
BARC-132837,56,19700.0,3,MORTGAGE,10000,60,DEBT_CONSOLIDATION,27.86,67.23,0,0,0,0.1918078038004731,529,3. Subprime (High Risk),0.45,10000,863.14
BARC-132838,39,26300.0,1,MORTGAGE,5000,36,CREDIT_CARD_REFINANCE,21.86,70.1,0,0,0,0.15917981102555326,535,2. Near Prime (Moderate Risk),0.45,5000,358.15
BARC-132839,33,25200.0,5,MORTGAGE,7500,36,HOME_IMPROVEMENT,15.92,29.21,1,0,0,0.11744922418252389,545,2. Near Prime (Moderate Risk),0.45,7500,396.39
BARC-132840,53,41700.0,5,RENT,2500,36,CREDIT_CARD_REFINANCE,14.88,21.09,0,0,0,0.04698088691619964,574,2. Near Prime (Moderate Risk),0.45,2500,52.85
BARC-132841,39,126800.0,3,MORTGAGE,5000,60,DEBT_CONSOLIDATION,7.36,7.26,0,0,0,0.012604417205620751,613,1. Prime (Low Risk),0.45,5000,28.36
BARC-132842,67,40700.0,2,MORTGAGE,10000,36,MEDICAL,17.72,28.91,0,0,0,0.060300377885976184,566,2. Near Prime (Moderate Risk),0.45,10000,271.35
BARC-132843,52,42200.0,10,MORTGAGE,7500,36,MAJOR_PURCHASE,24.4,59.8,0,0,0,0.1276540500705157,543,2. Near Prime (Moderate Risk),0.45,7500,430.83
BARC-132844,35,84800.0,15,RENT,10000,36,DEBT_CONSOLIDATION,12.49,84.07,3,0,0,0.4087701946130183,498,3. Subprime (High Risk),0.45,10000,1839.47
BARC-132845,31,26900.0,8,MORTGAGE,5000,36,HOME_IMPROVEMENT,27.98,40.23,0,1,0,0.15092321809392048,537,2. Near Prime (Moderate Risk),0.45,5000,339.58
BARC-132846,43,75600.0,5,MORTGAGE,7500,60,DEBT_CONSOLIDATION,16.52,73.8,1,0,1,0.16580806810685195,534,2. Near Prime (Moderate Risk),0.45,7500,559.6
BARC-132847,25,28800.0,1,MORTGAGE,20000,60,DEBT_CONSOLIDATION,25.25,79.65,0,0,0,0.20090599849265697,527,3. Subprime (High Risk),0.45,20000,1808.15
BARC-132848,42,29800.0,1,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,20.03,62.11,0,1,0,0.1648255471075893,534,2. Near Prime (Moderate Risk),0.45,7500,556.29
BARC-132849,62,30300.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,26.44,53.87,0,0,0,0.1360476920553563,540,2. Near Prime (Moderate Risk),0.45,7500,459.16
BARC-132850,38,34200.0,10,RENT,10000,36,DEBT_CONSOLIDATION,30.2,79.18,0,0,0,0.22081920362901636,524,3. Subprime (High Risk),0.45,10000,993.69
BARC-132851,27,33000.0,8,RENT,15000,36,DEBT_CONSOLIDATION,21.94,32.78,1,0,0,0.14147437052625222,539,2. Near Prime (Moderate Risk),0.45,15000,954.95
BARC-132852,53,44200.0,8,MORTGAGE,10000,36,HOME_IMPROVEMENT,20.78,5.33,0,0,0,0.042182667087498286,577,2. Near Prime (Moderate Risk),0.45,10000,189.82
BARC-132853,23,28800.0,2,OWN,2500,36,DEBT_CONSOLIDATION,12.22,59.68,0,2,0,0.16126108105402853,535,2. Near Prime (Moderate Risk),0.45,2500,181.42
BARC-132854,48,38400.0,1,RENT,10000,36,DEBT_CONSOLIDATION,17.22,29.22,0,0,0,0.06085123315488182,566,2. Near Prime (Moderate Risk),0.45,10000,273.83
BARC-132855,21,15000.0,10,MORTGAGE,7500,60,MEDICAL,32.16,59.69,0,0,0,0.20064193383958337,527,3. Subprime (High Risk),0.45,7500,677.17
BARC-132856,67,55800.0,2,OWN,7500,36,DEBT_CONSOLIDATION,22.38,20.82,0,0,0,0.05333639292428385,570,2. Near Prime (Moderate Risk),0.45,7500,180.01
BARC-132857,57,67700.0,2,RENT,2500,60,DEBT_CONSOLIDATION,10.03,96.29,0,4,1,0.3095142619419297,510,3. Subprime (High Risk),0.45,2500,348.2
BARC-132858,42,41000.0,8,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,33.66,55.14,0,2,1,0.25504064870037185,518,3. Subprime (High Risk),0.45,7500,860.76
BARC-132859,64,54800.0,8,MORTGAGE,7500,60,MEDICAL,10.71,0.0,0,0,0,0.024291189840205285,594,1. Prime (Low Risk),0.45,7500,81.98
BARC-132860,39,22900.0,8,OWN,10000,36,HOME_IMPROVEMENT,15.9,59.88,0,0,0,0.114460426141854,546,2. Near Prime (Moderate Risk),0.45,10000,515.07
BARC-132861,34,83700.0,1,MORTGAGE,10000,36,MAJOR_PURCHASE,18.38,43.02,0,0,0,0.05417351060543699,570,2. Near Prime (Moderate Risk),0.45,10000,243.78
BARC-132862,23,40300.0,2,MORTGAGE,15000,36,DEBT_CONSOLIDATION,17.26,32.12,0,0,0,0.06313355970843437,565,2. Near Prime (Moderate Risk),0.45,15000,426.15
BARC-132863,39,15000.0,10,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,7.16,53.65,0,0,1,0.08248565235674742,557,2. Near Prime (Moderate Risk),0.45,7500,278.39
BARC-132864,53,70900.0,3,MORTGAGE,5000,60,CREDIT_CARD_REFINANCE,15.64,2.06,0,2,0,0.04582361956786365,575,2. Near Prime (Moderate Risk),0.45,5000,103.1
BARC-132865,41,53900.0,5,MORTGAGE,7500,36,MAJOR_PURCHASE,10.61,46.29,0,1,0,0.07583756948889991,559,2. Near Prime (Moderate Risk),0.45,7500,255.95
BARC-132866,21,101700.0,10,MORTGAGE,15000,60,DEBT_CONSOLIDATION,23.12,55.2,0,0,1,0.06761108873296481,563,2. Near Prime (Moderate Risk),0.45,15000,456.37
BARC-132867,46,90700.0,2,MORTGAGE,5000,36,DEBT_CONSOLIDATION,21.9,41.12,3,0,0,0.2869025512658529,513,3. Subprime (High Risk),0.45,5000,645.53
BARC-132868,30,76000.0,1,RENT,10000,60,MAJOR_PURCHASE,24.8,59.17,0,0,0,0.09609004463385537,552,2. Near Prime (Moderate Risk),0.45,10000,432.41
BARC-132869,55,47100.0,3,RENT,20000,36,DEBT_CONSOLIDATION,19.99,23.97,0,4,0,0.16281383382284953,534,2. Near Prime (Moderate Risk),0.45,20000,1465.32
BARC-132870,33,53800.0,5,MORTGAGE,2500,36,DEBT_CONSOLIDATION,25.64,29.88,1,0,0,0.12759167778353975,543,2. Near Prime (Moderate Risk),0.45,2500,143.54
BARC-132871,26,20100.0,3,MORTGAGE,10000,60,DEBT_CONSOLIDATION,38.71,31.4,0,1,1,0.19122345413687622,529,3. Subprime (High Risk),0.45,10000,860.51
BARC-132872,63,31200.0,2,MORTGAGE,10000,36,DEBT_CONSOLIDATION,18.61,41.4,0,4,0,0.23143090499177585,522,3. Subprime (High Risk),0.45,10000,1041.44
BARC-132873,26,187500.0,3,RENT,5000,36,DEBT_CONSOLIDATION,18.2,41.77,0,0,0,0.02024506997678129,599,1. Prime (Low Risk),0.45,5000,45.55
BARC-132874,55,14000.0,8,RENT,7500,36,MEDICAL,26.83,24.48,1,0,0,0.1674216599868684,533,2. Near Prime (Moderate Risk),0.45,7500,565.05
BARC-132875,36,43100.0,5,MORTGAGE,2500,60,HOME_IMPROVEMENT,21.16,67.66,0,0,0,0.13045822694245826,542,2. Near Prime (Moderate Risk),0.45,2500,146.77
BARC-132876,61,35500.0,3,MORTGAGE,5000,36,DEBT_CONSOLIDATION,32.26,47.84,0,0,0,0.14156474844846692,539,2. Near Prime (Moderate Risk),0.45,5000,318.52
BARC-132877,28,58100.0,5,MORTGAGE,10000,36,DEBT_CONSOLIDATION,26.67,37.68,0,0,0,0.08188216811617209,557,2. Near Prime (Moderate Risk),0.45,10000,368.47
BARC-132878,23,40500.0,8,RENT,10000,36,MEDICAL,21.12,73.71,0,0,0,0.1471682407576546,538,2. Near Prime (Moderate Risk),0.45,10000,662.26
BARC-132879,25,70800.0,2,RENT,15000,36,HOME_IMPROVEMENT,7.17,72.43,0,2,0,0.12056104543957515,544,2. Near Prime (Moderate Risk),0.45,15000,813.79
BARC-132880,41,36600.0,2,MORTGAGE,10000,36,HOME_IMPROVEMENT,22.98,16.07,0,0,0,0.059349931523602295,567,2. Near Prime (Moderate Risk),0.45,10000,267.07
BARC-132881,51,55600.0,5,RENT,10000,36,HOME_IMPROVEMENT,16.37,41.89,0,1,0,0.08381864907305005,556,2. Near Prime (Moderate Risk),0.45,10000,377.18
BARC-132882,34,44400.0,5,RENT,7500,36,DEBT_CONSOLIDATION,18.05,39.09,0,0,0,0.07088104282145213,561,2. Near Prime (Moderate Risk),0.45,7500,239.22
BARC-132883,57,30900.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,22.35,24.24,1,0,0,0.12644410290648064,543,2. Near Prime (Moderate Risk),0.45,7500,426.75
BARC-132884,39,28600.0,1,MORTGAGE,10000,36,HOME_IMPROVEMENT,18.47,53.81,0,0,0,0.10681570862214652,548,2. Near Prime (Moderate Risk),0.45,10000,480.67
BARC-132885,57,73300.0,2,MORTGAGE,7500,36,DEBT_CONSOLIDATION,18.2,56.76,0,0,0,0.07568287472137417,559,2. Near Prime (Moderate Risk),0.45,7500,255.43
BARC-132886,40,51200.0,0,RENT,5000,36,DEBT_CONSOLIDATION,19.31,31.33,0,3,0,0.13528999423092747,541,2. Near Prime (Moderate Risk),0.45,5000,304.4
BARC-132887,22,62800.0,10,MORTGAGE,20000,36,CREDIT_CARD_REFINANCE,13.63,100.0,0,1,0,0.19156901560733558,529,3. Subprime (High Risk),0.45,20000,1724.12
BARC-132888,27,72400.0,3,RENT,7500,36,DEBT_CONSOLIDATION,11.44,56.67,0,0,0,0.06055037087204577,566,2. Near Prime (Moderate Risk),0.45,7500,204.36
BARC-132889,53,27300.0,10,MORTGAGE,7500,60,DEBT_CONSOLIDATION,21.28,56.21,0,1,0,0.15880552022733954,535,2. Near Prime (Moderate Risk),0.45,7500,535.97
BARC-132890,62,31300.0,15,MORTGAGE,5000,36,MAJOR_PURCHASE,14.96,50.02,0,0,0,0.08704400693293952,555,2. Near Prime (Moderate Risk),0.45,5000,195.85
BARC-132891,26,30100.0,0,MORTGAGE,2500,36,DEBT_CONSOLIDATION,24.4,17.55,0,0,0,0.06780145235864288,563,2. Near Prime (Moderate Risk),0.45,2500,76.28
BARC-132892,27,64000.0,3,RENT,25000,36,MAJOR_PURCHASE,17.05,10.22,0,1,1,0.044904849027736005,575,2. Near Prime (Moderate Risk),0.45,25000,505.18
BARC-132893,64,38200.0,3,RENT,2500,60,CREDIT_CARD_REFINANCE,2.0,72.55,0,1,0,0.10357867230321559,549,2. Near Prime (Moderate Risk),0.45,2500,116.53
BARC-132894,38,40200.0,5,MORTGAGE,20000,36,HOME_IMPROVEMENT,25.3,31.86,1,0,0,0.14590651191255705,538,2. Near Prime (Moderate Risk),0.45,20000,1313.16
BARC-132895,63,20300.0,0,MORTGAGE,7500,36,HOME_IMPROVEMENT,16.76,6.76,0,2,0,0.08146401457181413,557,2. Near Prime (Moderate Risk),0.45,7500,274.94
BARC-132896,49,57100.0,15,MORTGAGE,10000,60,HOME_IMPROVEMENT,19.21,26.04,0,0,0,0.051979630287856404,571,2. Near Prime (Moderate Risk),0.45,10000,233.91
BARC-132897,39,58200.0,8,OWN,15000,36,CREDIT_CARD_REFINANCE,17.05,63.04,0,2,0,0.15599691912475824,536,2. Near Prime (Moderate Risk),0.45,15000,1052.98
BARC-132898,45,49400.0,0,MORTGAGE,7500,60,DEBT_CONSOLIDATION,13.29,14.45,0,0,0,0.03664538513326183,581,1. Prime (Low Risk),0.45,7500,123.68
BARC-132899,24,39700.0,2,OWN,7500,36,CREDIT_CARD_REFINANCE,21.57,14.09,1,0,0,0.09615886229149352,552,2. Near Prime (Moderate Risk),0.45,7500,324.54
BARC-132900,33,64500.0,10,RENT,25000,36,CREDIT_CARD_REFINANCE,22.06,57.25,0,0,0,0.09375136744516889,553,2. Near Prime (Moderate Risk),0.45,25000,1054.7
BARC-132901,52,35300.0,2,RENT,20000,36,HOME_IMPROVEMENT,26.87,41.58,0,0,0,0.10741909825197007,548,2. Near Prime (Moderate Risk),0.45,20000,966.77
BARC-132902,47,79300.0,3,RENT,20000,36,MAJOR_PURCHASE,33.35,0.0,0,2,0,0.07509765171894965,560,2. Near Prime (Moderate Risk),0.45,20000,675.88
BARC-132903,54,53800.0,8,RENT,15000,36,DEBT_CONSOLIDATION,21.92,43.33,0,0,0,0.08016267852275351,558,2. Near Prime (Moderate Risk),0.45,15000,541.1
BARC-132904,48,18100.0,0,MORTGAGE,20000,60,MEDICAL,24.09,19.51,2,2,1,0.3529778192396087,505,3. Subprime (High Risk),0.45,20000,3176.8
BARC-132905,29,33700.0,8,RENT,10000,36,DEBT_CONSOLIDATION,18.96,26.52,0,1,0,0.08433366103050326,556,2. Near Prime (Moderate Risk),0.45,10000,379.5
BARC-132906,28,43400.0,2,MORTGAGE,2500,60,MEDICAL,6.78,59.69,0,2,0,0.12069539587683009,544,2. Near Prime (Moderate Risk),0.45,2500,135.78
BARC-132907,41,24800.0,1,RENT,10000,60,DEBT_CONSOLIDATION,25.42,69.74,1,1,0,0.35657218276542313,504,3. Subprime (High Risk),0.45,10000,1604.57
BARC-132908,66,65800.0,1,OWN,10000,36,DEBT_CONSOLIDATION,11.72,33.9,0,0,0,0.04279318100511026,577,2. Near Prime (Moderate Risk),0.45,10000,192.57
BARC-132909,50,12200.0,1,RENT,15000,60,DEBT_CONSOLIDATION,22.66,0.0,0,0,0,0.054574357504327264,569,2. Near Prime (Moderate Risk),0.45,15000,368.38
BARC-132910,49,56500.0,5,MORTGAGE,5000,36,CREDIT_CARD_REFINANCE,23.27,56.09,0,0,0,0.10240784910285328,550,2. Near Prime (Moderate Risk),0.45,5000,230.42
BARC-132911,29,53100.0,15,RENT,5000,60,HOME_IMPROVEMENT,23.18,70.87,0,0,0,0.13508202079662193,541,2. Near Prime (Moderate Risk),0.45,5000,303.93
BARC-132912,33,12200.0,8,OWN,5000,36,DEBT_CONSOLIDATION,14.85,77.92,0,1,0,0.20768044343591505,526,3. Subprime (High Risk),0.45,5000,467.28
BARC-132913,38,38400.0,5,RENT,10000,36,MEDICAL,17.62,38.93,0,2,0,0.12524656220863276,543,2. Near Prime (Moderate Risk),0.45,10000,563.61
BARC-132914,58,28600.0,15,OWN,5000,36,MEDICAL,6.57,54.19,0,0,0,0.07244779255599756,561,2. Near Prime (Moderate Risk),0.45,5000,163.01
BARC-132915,42,79200.0,2,MORTGAGE,15000,60,DEBT_CONSOLIDATION,8.3,2.57,0,0,0,0.018638305072487652,601,1. Prime (Low Risk),0.45,15000,125.81
BARC-132916,51,22900.0,10,RENT,7500,36,DEBT_CONSOLIDATION,2.0,30.7,0,0,0,0.04251056154175488,577,2. Near Prime (Moderate Risk),0.45,7500,143.47
BARC-132917,55,56400.0,1,RENT,7500,36,HOME_IMPROVEMENT,11.08,57.55,0,0,0,0.07007502434488881,562,2. Near Prime (Moderate Risk),0.45,7500,236.5
BARC-132918,62,62900.0,2,RENT,5000,60,DEBT_CONSOLIDATION,11.66,20.54,0,2,0,0.060168244141395905,566,2. Near Prime (Moderate Risk),0.45,5000,135.38
BARC-132919,62,29300.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,10.31,36.3,0,1,0,0.07803005108954422,558,2. Near Prime (Moderate Risk),0.45,7500,263.35
BARC-132920,30,74100.0,1,RENT,7500,36,HOME_IMPROVEMENT,34.97,17.91,0,2,1,0.11333162263262313,546,2. Near Prime (Moderate Risk),0.45,7500,382.49
BARC-132921,29,28900.0,2,MORTGAGE,2500,36,MAJOR_PURCHASE,26.94,56.95,0,2,0,0.23749848477889648,521,3. Subprime (High Risk),0.45,2500,267.19
BARC-132922,51,75600.0,8,MORTGAGE,10000,60,HOME_IMPROVEMENT,20.66,41.02,2,0,0,0.18920094711782648,529,3. Subprime (High Risk),0.45,10000,851.4
BARC-132923,64,152100.0,5,RENT,2500,36,DEBT_CONSOLIDATION,16.2,36.12,0,1,0,0.031422720744149965,586,1. Prime (Low Risk),0.45,2500,35.35
BARC-132924,60,60600.0,5,OWN,7500,36,DEBT_CONSOLIDATION,16.71,53.63,0,0,0,0.07613198284490863,559,2. Near Prime (Moderate Risk),0.45,7500,256.95
BARC-132925,44,50900.0,0,RENT,7500,36,HOME_IMPROVEMENT,30.61,38.26,0,0,0,0.10030831065924074,550,2. Near Prime (Moderate Risk),0.45,7500,338.54
BARC-132926,61,28000.0,2,RENT,7500,36,DEBT_CONSOLIDATION,17.21,45.27,0,2,0,0.14965558245975033,537,2. Near Prime (Moderate Risk),0.45,7500,505.09
BARC-132927,28,100800.0,8,RENT,7500,60,MAJOR_PURCHASE,27.84,54.46,1,0,0,0.139879941838375,540,2. Near Prime (Moderate Risk),0.45,7500,472.09
BARC-132928,40,59200.0,5,MORTGAGE,20000,60,DEBT_CONSOLIDATION,14.28,46.37,0,1,0,0.081990333036426,557,2. Near Prime (Moderate Risk),0.45,20000,737.91
BARC-132929,37,28200.0,0,MORTGAGE,15000,60,MAJOR_PURCHASE,22.32,57.57,0,0,0,0.12929448292794868,542,2. Near Prime (Moderate Risk),0.45,15000,872.74
BARC-132930,48,82800.0,5,MORTGAGE,10000,60,CREDIT_CARD_REFINANCE,13.64,35.94,2,0,0,0.13269438432966493,541,2. Near Prime (Moderate Risk),0.45,10000,597.12
BARC-132931,26,38600.0,1,MORTGAGE,10000,36,MAJOR_PURCHASE,23.79,27.3,0,0,0,0.07335775590803835,560,2. Near Prime (Moderate Risk),0.45,10000,330.11
BARC-132932,62,52700.0,1,RENT,25000,36,CREDIT_CARD_REFINANCE,5.3,71.34,0,0,0,0.07621266969633281,559,2. Near Prime (Moderate Risk),0.45,25000,857.39
BARC-132933,53,29000.0,15,OWN,7500,60,DEBT_CONSOLIDATION,28.59,23.33,0,0,0,0.08734433545385212,555,2. Near Prime (Moderate Risk),0.45,7500,294.79
BARC-132934,48,21700.0,15,RENT,5000,36,DEBT_CONSOLIDATION,12.76,58.25,0,1,0,0.1318483770836708,542,2. Near Prime (Moderate Risk),0.45,5000,296.66
BARC-132935,21,22300.0,5,RENT,15000,36,DEBT_CONSOLIDATION,18.57,35.26,0,3,1,0.17787001201959463,531,2. Near Prime (Moderate Risk),0.45,15000,1200.62
BARC-132936,61,29400.0,5,RENT,7500,36,DEBT_CONSOLIDATION,20.68,61.16,0,0,0,0.12907484466991126,542,2. Near Prime (Moderate Risk),0.45,7500,435.63
BARC-132937,55,48200.0,3,RENT,15000,36,DEBT_CONSOLIDATION,11.25,40.13,0,0,0,0.05535718622254808,569,2. Near Prime (Moderate Risk),0.45,15000,373.66
BARC-132938,44,30800.0,10,OTHER,5000,60,DEBT_CONSOLIDATION,16.67,36.58,1,1,0,0.16725419412697254,533,2. Near Prime (Moderate Risk),0.45,5000,376.32
